name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor
Lucifer Hardy,,Lucifer Hardy,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Hardy,Unknown,1
Lucion Lannister,,Lucion Lannister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Lucos,,Lucos,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Lucos Chyttering,,Lucos Chyttering,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Chyttering,Unknown,1
Luke of Longtown,Luke of Longtown,Luke of Longtown,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Luthor Tyrell (son of Moryn),,Luthor Tyrell (son of Moryn),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Elyn Norridge,House Tyrell,Unknown,1
Luthor Tyrell (son of Theodore),,Luthor Tyrell (son of Theodore),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Lyle Crakehall,Lyle Crakehall,Lyle Crakehall,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,0
Lyman Beesbury,,Lyman Beesbury,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Beesbury,Unknown,1
Lyman Darry,Lyman Darry,Lyman Darry,House Tully,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Darry,Unknown,0
Lymond Goodbrook,Lymond Goodbrook,Lymond Goodbrook,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Goodbrook,Unknown,0
Lymond Mallister,,Lymond Mallister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Mallister,Unknown,1
Lymond Vikary,,Lymond Vikary,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vikary,Unknown,1
Lyn Corbray,Lyn Corbray,Lyn Corbray,House Arryn,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Corbray,Unknown,0
Lync,,Lync,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Lynesse Hightower,,Lynesse Hightower,Unknown,1,0,0,1,1,Unknown,Unknown,Unknown,Jorah Mormont,House Hightower,Unknown,1
Lyonel (knight),Lyonel,Lyonel (knight),None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Lyonel Baratheon,,Lyonel Baratheon,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Baratheon,Unknown,1
Lyonel Bentley,,Lyonel Bentley,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Queensguard,Unknown,1
Lyonel Corbray,,Lyonel Corbray,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Corbray,Unknown,1
Lyonel Frey,,Lyonel Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Melesa Crakehall,House Frey of Riverrun,Unknown,1
Lyonel Selmy,,Lyonel Selmy,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Selmy,Unknown,1
Lyonel Strong,,Lyonel Strong,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Strong,Unknown,1
Lyonel Tyrell (son of Leo),,Lyonel Tyrell (son of Leo),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Lysa Arryn,Lysa Tully,Lysa Arryn,House Arryn,1,0,1,0,1,Unknown,Unknown,Unknown,Jon Arryn,House Tully,Unknown,0
Lysa Meadows,,Lysa Meadows,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Olymer Tyrell,House Meadows,Unknown,1
Lythene Frey,,Lythene Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Lucias Vypren,House Frey,Unknown,1
Mace Tyrell,Mace Tyrell,Mace Tyrell,House Tyrell,1,1,1,1,1,Unknown,Unknown,Unknown,Alerie Hightower,House Tyrell,Unknown,0
Mad Huntsman,Mad Huntsman,Mad Huntsman,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,0
Maddy,,Maddy,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,1
Maegelle Frey,,Maegelle Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Dafyn Vance,House Frey,Unknown,1
Maegor I Targaryen,,Maegor I Targaryen,Unknown,1,1,0,0,0,Unknown,Visenya Targaryen,Aegon I Targaryen,Unknown,House Targaryen,Jaehaerys Targaryen,1
Maelor Targaryen,,Maelor Targaryen,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,1
Maerie (Goodwife),Maerie (Goodwife),Maerie (Goodwife),None,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Maerie (Whore),Maerie (Whore),Maerie (Whore),None,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Maggy,,Maggy,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Malcolm,,Malcolm,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Mallador Locke,Mallador Locke,Mallador Locke,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Malleon,,Malleon,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Malliard,Malliard,Malliard,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Alchemists' Guild,Unknown,0
Mallor,Mallor,Mallor,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Mallor (Knight),,Mallor (Knight),Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Malwyn Frey,,Malwyn Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Manfred Dondarrion,,Manfred Dondarrion,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Dondarrion,Unknown,1
Manfred Lothston,,Manfred Lothston,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lothston,Unknown,1
Manfred Swann,,Manfred Swann,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Swann,Unknown,1
Manfryd Lothston,,Manfryd Lothston,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lothston,Unknown,1
Manfryd Yew,,Manfryd Yew,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Yew,Unknown,1
Marei,Marei,Marei,None,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Chataya's brothel,Unknown,0
Margot Lannister,,Margot Lannister,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Titus Peake,House Lannister,Unknown,1
Marianne Vance,,Marianne Vance,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance,Unknown,1
Maric Seaworth,Maric Seaworth,Maric Seaworth,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Seaworth,Unknown,0
Marillion,Marillion,Marillion,House Arryn,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Marissa Frey,Marissa Frey,Marissa Frey,None,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Mariya Darry,Mariya Darry,Mariya Darry,None,1,0,0,1,0,Unknown,Unknown,Unknown,Merrett Frey,House Darry,Unknown,0
Mark Mullendore,Mark Mullendore,Mark Mullendore,House Tully,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Mullendore,Unknown,0
Marlon Manderly,Marlon Manderly,Marlon Manderly,House Stark,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Manderly,Unknown,0
Maron Botley,,Maron Botley,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Botley,Unknown,1
Marq Grafton,,Marq Grafton,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Grafton,Unknown,1
Marq Rankenfell,,Marq Rankenfell,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Marsella Waynwood,,Marsella Waynwood,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Stevron Frey,House Waynwood,Unknown,1
Martyn Lannister,,Martyn Lannister,Unknown,1,1,0,1,1,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Martyn Mullendore,,Martyn Mullendore,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Mullendore,Unknown,1
Martyn Rivers,Martyn Rivers,Martyn Rivers,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Marwyn,Marwyn,Marwyn,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Marwyn Belmore,Marwyn Belmore,Marwyn Belmore,House Arryn,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Belmore,Unknown,0
Marya Seaworth,,Marya Seaworth,Unknown,1,0,0,1,1,Unknown,Unknown,Unknown,Davos Seaworth,House Seaworth,Unknown,1
Masha Heddle,Masha Heddle,Masha Heddle,House Tully,0,0,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Maslyn,Maslyn,Maslyn,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Matarys Targaryen,,Matarys Targaryen,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,1
Mathis Frey,,Mathis Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Matrice,Matrice,Matrice,House Baratheon,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,0
Matt,,Matt,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Matthar,Matthar,Matthar,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Matthos Seaworth,Matthos Seaworth,Matthos Seaworth,House Baratheon,1,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Seaworth,Unknown,0
Mawney,Mawney,Mawney,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Maynard,,Maynard,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Maynard Plumm,,Maynard Plumm,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Plumm,Unknown,1
Mebble,Mebble,Mebble,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Medwick Tyrell,,Medwick Tyrell,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Meg,,Meg,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood Without Banners,Unknown,1
Megga Tyrell,Megga Tyrell,Megga Tyrell,House Tyrell,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,0
Meizo Mahr,,Meizo Mahr,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Mela,Mela,Mela,House Arryn,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,0
Melara Crane,,Melara Crane,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Alester Florent,House Crane,Unknown,1
Melara Hetherspoon,,Melara Hetherspoon,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Unknown,House Hetherspoon,Unknown,1
Melesa Crakehall,,Melesa Crakehall,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Lyonel Frey,House Crakehall,Unknown,1
Melessa Florent,,Melessa Florent,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Randyll Tarly,House Florent,Unknown,1
Meliana,Meliana,Meliana,House Stark,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Melicent,,Melicent,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Melissa Blackwood,,Melissa Blackwood,Unknown,1,0,0,0,0,Unknown,Unknown,Unknown,Unknown,House Blackwood,Unknown,1
Mellara Rivers,,Mellara Rivers,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Mellei,Mellei,Mellei,House Martell,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,0
Melly,Melly,Melly,None,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood Without Banners,Unknown,0
Melwyn Sarsfield,,Melwyn Sarsfield,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Shierle Swyft,House Sarsfield,Unknown,1
Melwys Rivers,,Melwys Rivers,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Meredyth Crane,Meredyth Crane,Meredyth Crane,House Tyrell,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Crane,Unknown,0
Merianne Frey,,Merianne Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Meribald,Meribald,Meribald,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,0
Merlon Crakehall,Merlon Crakehall,Merlon Crakehall,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Crakehall,Unknown,0
Merrell Florent,,Merrell Florent,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Florent,Unknown,1
Merrit,,Merrit,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,1
Meryn Trant,Meryn Trant,Meryn Trant,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Trant,Unknown,0
Michael Mertyns,,Michael Mertyns,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Mertyns,Unknown,1
Mina Tyrell,,Mina Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Paxter Redwyne,House Tyrell,Unknown,1
Moelle,,Moelle,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Mohor,Mohor,Mohor,None,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,0
Mollander,Mollander,Mollander,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Mollos,,Mollos,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Monterys Velaryon,,Monterys Velaryon,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Velaryon,Unknown,1
Moon Boy,Moon Boy,Moon Boy,House Baratheon,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of King's Landing,Unknown,0
Moqorro,Moqorro,Moqorro,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,R'hllor,Unknown,0
Mord,Mord,Mord,House Arryn,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Arryn,Unknown,0
Mordane,Mordane,Mordane,House Stark,0,0,1,0,0,Unknown,Unknown,Unknown,Unknown,House Stark,Unknown,0
Moreo Tumitis,Moreo Tumitis,Moreo Tumitis,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Morgarth,Morgarth,Morgarth,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Baelish,Unknown,0
Moribald Chester,,Moribald Chester,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Chester,Unknown,1
Morra,Morra,Morra,House Martell,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,0
Morrec,Morrec,Morrec,House Lannister,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,0
Morros Slynt,Morros Slynt,Morros Slynt,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Slynt,Unknown,0
Mors Manwoody,Mors Manwoody,Mors Manwoody,House Martell,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Manwoody,Unknown,0
Mors Martell (brother of Doran),,Mors Martell (brother of Doran),Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,1
Mortimer Boggs,,Mortimer Boggs,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Boggs,Unknown,1
Morton Waynwood,Morton Waynwood,Morton Waynwood,House Arryn,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Waynwood,Unknown,0
Morya Frey,,Morya Frey,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Flement Brax,House Frey,Unknown,1
Moryn Tyrell,,Moryn Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Mossador,Mossador,,House Targaryen,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Mudge (brotherhood),,Mudge (brotherhood),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without banners,Unknown,1
Mudge (miller),Mudge (miller),Mudge (miller),None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Mudge (swineherd),,Mudge (swineherd),Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Mullin,,Mullin,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Mully,Mully,Mully,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Munciter,Munciter,Munciter,House Lannister,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Alchemists' Guild,Unknown,0
Murch,Murch,Murch,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Murenmure,Murenmure,Murenmure,House Greyjoy,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Murmison,,Murmison,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Mushroom,,Mushroom,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Targaryen,Unknown,1
Muttering Bill,Muttering Bill,Muttering Bill,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Mya Stone,Mya Stone,Mya Stone,House Arryn,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Royce of the Gates of the Moon,Unknown,0
Mylenda Caron,,Mylenda Caron,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Petyr Frey,House Caron,Unknown,1
Myles,Myles,Myles,House Martell,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,0
Myles,Myles,Myles,House Tully,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,House Martell,Unknown,0
Myles (squire),,Myles (squire),Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Tully,Unknown,1
Myles Manwoody,Myles Manwoody,Myles Manwoody,House Martell,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Manwoody,Unknown,0
Myles Mooton,,Myles Mooton,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Mooton,Unknown,1
Myles Smallwood,,Myles Smallwood,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Smallwood,Unknown,1
Myranda Royce,Myranda Royce,Myranda Royce,House Arryn,1,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Royce of the Gates of the Moon,Unknown,0
Myrcella Baratheon,Myrcella Baratheon,Myrcella Baratheon,House Lannister,1,0,1,1,1,Unknown,Unknown,Unknown,Unknown,House Baratheon of King's Landing,Unknown,0
Myrielle Lannister,,Myrielle Lannister,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Unknown,House Lannister,Unknown,1
Nage,Nage,Nage,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bolton,Unknown,0
Nail,,Nail,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Second Sons,Unknown,1
Nan,Nan,Nan,House Stark,0,0,1,1,0,Unknown,Unknown,Unknown,Unknown,House Stark,Unknown,0
Narbert,Narbert,Narbert,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ned (ferryman),,Ned (ferryman),Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Nestor Royce,Nestor Royce,Nestor Royce,House Arryn,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Royce of the Gates of the Moon,Unknown,0
Nettles,,Nettles,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Blacks,Unknown,1
Nightingale,,Nightingale,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Nolla,Nolla,Nolla,None,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0
Norbert Vance,,Norbert Vance,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Vance of Atranta,Unknown,1
Normund Tyrell,,Normund Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Tyrell,Unknown,1
Norren,,Norren,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Notch,Notch,Notch,None,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Brotherhood without Banners,Unknown,0
Nymos,,Nymos,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Nysterica,,Nysterica,Unknown,0,0,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ocley,,Ocley,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Old Crackbones,,Old Crackbones,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Old Henly,Old Henly,Old Henly,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Old Tattersalt,,Old Tattersalt,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Olene Tyrell,,Olene Tyrell,Unknown,1,0,0,1,0,Unknown,Unknown,Unknown,Leo Blackbar,House Tyrell,Unknown,1
Olenna Redwyne,Olenna Redwyne,Olenna Redwyne,House Tyrell,1,0,1,1,0,Unknown,Unknown,Unknown,Luthor Tyrell,House Redwyne,Unknown,0
Ollidor,,Ollidor,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Olymer Tyrell,,Olymer Tyrell,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Lysa Meadows,House Tyrell,Unknown,1
Olyvar Frey,Olyvar Frey,Olyvar Frey,None,1,1,0,1,1,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,0
Olyvar Oakheart,,Olyvar Oakheart,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Oakheart,Unknown,1
Omer Blackberry,,Omer Blackberry,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Blackberry,Unknown,1
Omer Florent,,Omer Florent,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Oppo,Oppo,,None,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Orbert Caswell,,Orbert Caswell,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Caswell,Unknown,1
Orivel,,Orivel,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Kingsguard,Unknown,1
Orland of Oldtown,,Orland of Oldtown,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Baratheon of King's Landing,Unknown,1
Ormond (knight),,Ormond (knight),Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Ormond Osgrey,,Ormond Osgrey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Osgrey,Unknown,1
Ormond Westerling,,Ormond Westerling,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Westerling,Unknown,1
Ormond Yronwood,,Ormond Yronwood,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Yronwood,Unknown,1
Ormund Wylde,,Ormund Wylde,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Wylde,Unknown,1
Orphan Oss,Orphan Oss,Orphan Oss,Night's Watch,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Orwyle,,Orwyle,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Orys Baratheon,,Orys Baratheon,Unknown,1,1,0,0,1,Unknown,Unknown,Unknown,Argella Durrandon,House Baratheon,Unknown,1
Osbert Serry,,Osbert Serry,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Serry,Unknown,1
Osfryd Kettleblack,Osfryd Kettleblack,Osfryd Kettleblack,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Kettleblack,Unknown,0
Osmund Frey,,Osmund Frey,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Frey,Unknown,1
Osmund Kettleblack,Osmund Kettleblack,Osmund Kettleblack,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Kettleblack,Unknown,0
Osmynd,,Osmynd,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Faith of the Seven,Unknown,1
Osney Kettleblack,Osney Kettleblack,Osney Kettleblack,House Lannister,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Kettleblack,Unknown,0
Ossifer Plumm,,Ossifer Plumm,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Elaena Targaryen,House Plumm,Unknown,1
Ossy,Ossy,Ossy,House Arryn,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Royce of the Gates of the Moon,Unknown,0
Oswell Kettleblack,Oswell Kettleblack,Oswell Kettleblack,None,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Kettleblack,Unknown,0
Oswyn,,Oswyn,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Kingswood Brotherhood,Unknown,1
Othell Yarwyck,Othell Yarwyck,Othell Yarwyck,Night's Watch,0,1,1,1,0,Unknown,Unknown,Unknown,Unknown,House Yarwyck,Unknown,0
Otho Bracken,,Otho Bracken,Unknown,1,1,0,1,0,Unknown,Unknown,Unknown,Unknown,House Bracken,Unknown,1
Othor,,Othor,Unknown,0,1,0,0,0,Unknown,Unknown,Unknown,Unknown,Night's Watch,Unknown,1
Otter Gimpknee,,Otter Gimpknee,Unknown,0,1,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1
Otto Hightower,,Otto Hightower,Unknown,1,1,0,0,0,Unknown,Unknown,Unknown,Unknown,House Hightower,Unknown,1
